WP_039198157.1	WP_039198159.1	1
WP_039198157.1	WP_039198161.1	1
WP_039198157.1	WP_039198164.1	1
WP_039198157.1	WP_039198165.1	1
WP_039198159.1	WP_039198161.1	1
WP_039198159.1	WP_039198164.1	1
WP_039198159.1	WP_039198165.1	1
WP_039198161.1	WP_039198164.1	1
WP_039198161.1	WP_039198165.1	1
WP_039198164.1	WP_039198165.1	1
WP_080050311.1	WP_080050312.1	1
WP_080050311.1	WP_080050313.1	1
WP_080050311.1	WP_080050314.1	1
WP_080050311.1	WP_080050315.1	1
WP_080050311.1	WP_080050316.1	1
WP_071533911.1	WP_080050311.1	1
WP_033869321.1	WP_080050311.1	1
WP_080050311.1	WP_080050319.1	1
WP_080050312.1	WP_080050313.1	1
WP_080050312.1	WP_080050314.1	1
WP_080050312.1	WP_080050315.1	1
WP_080050312.1	WP_080050316.1	1
WP_071533911.1	WP_080050312.1	1
WP_033869321.1	WP_080050312.1	1
WP_080050312.1	WP_080050319.1	1
WP_080050313.1	WP_080050314.1	2
WP_080050313.1	WP_080050315.1	2
WP_080050313.1	WP_080050316.1	2
WP_071533911.1	WP_080050313.1	2
WP_033869321.1	WP_080050313.1	2
WP_080050313.1	WP_080050319.1	2
WP_080050314.1	WP_080050315.1	3
WP_080050314.1	WP_080050316.1	3
WP_071533911.1	WP_080050314.1	3
WP_033869321.1	WP_080050314.1	3
WP_080050314.1	WP_080050319.1	3
WP_080050315.1	WP_080050316.1	3
WP_071533911.1	WP_080050315.1	3
WP_033869321.1	WP_080050315.1	3
WP_080050315.1	WP_080050319.1	3
WP_071533911.1	WP_080050316.1	3
WP_033869321.1	WP_080050316.1	3
WP_080050316.1	WP_080050319.1	3
WP_033869321.1	WP_071533911.1	5
WP_071533911.1	WP_080050319.1	3
WP_033869321.1	WP_080050319.1	3
WP_114062682.1	WP_114062683.1	1
WP_042112402.1	WP_114062682.1	1
WP_080050315.1	WP_114062682.1	1
WP_114062682.1	WP_114062685.1	1
WP_114062682.1	WP_114062686.1	1
WP_114062682.1	WP_114062687.1	1
WP_114062682.1	WP_114062688.1	1
WP_112741803.1	WP_114062682.1	1
WP_042112402.1	WP_114062683.1	1
WP_080050315.1	WP_114062683.1	1
WP_114062683.1	WP_114062685.1	1
WP_114062683.1	WP_114062686.1	1
WP_114062683.1	WP_114062687.1	1
WP_114062683.1	WP_114062688.1	1
WP_112741803.1	WP_114062683.1	1
WP_042112402.1	WP_080050315.1	1
WP_042112402.1	WP_114062685.1	1
WP_042112402.1	WP_114062686.1	1
WP_042112402.1	WP_114062687.1	1
WP_042112402.1	WP_114062688.1	1
WP_042112402.1	WP_112741803.1	1
WP_080050315.1	WP_114062685.1	1
WP_080050315.1	WP_114062686.1	1
WP_080050315.1	WP_114062687.1	1
WP_080050315.1	WP_114062688.1	1
WP_080050315.1	WP_112741803.1	1
WP_114062685.1	WP_114062686.1	1
WP_114062685.1	WP_114062687.1	1
WP_114062685.1	WP_114062688.1	1
WP_112741803.1	WP_114062685.1	1
WP_114062686.1	WP_114062687.1	1
WP_114062686.1	WP_114062688.1	1
WP_112741803.1	WP_114062686.1	1
WP_114062687.1	WP_114062688.1	1
WP_112741803.1	WP_114062687.1	1
WP_112741803.1	WP_114062688.1	1
WP_011629290.1	WP_011629291.1	2
WP_011629290.1	WP_041717969.1	2
WP_011629272.1	WP_011629290.1	1
WP_011629290.1	WP_076611955.1	1
WP_011629291.1	WP_041717969.1	2
WP_011629272.1	WP_011629291.1	1
WP_011629291.1	WP_076611955.1	1
WP_011629272.1	WP_041717969.1	1
WP_041717969.1	WP_076611955.1	1
WP_011629272.1	WP_076611955.1	1
WP_011629290.1	WP_083761851.1	1
WP_011629290.1	WP_011629294.1	1
WP_011629291.1	WP_083761851.1	1
WP_011629291.1	WP_011629294.1	1
WP_041717969.1	WP_083761851.1	1
WP_011629294.1	WP_041717969.1	1
WP_011629294.1	WP_083761851.1	1
WP_041335717.1	WP_041335718.1	3
WP_041335718.1	WP_041717969.1	4
WP_041335718.1	WP_127334585.1	1
WP_041335718.1	WP_127334549.1	1
WP_041335717.1	WP_041717969.1	3
WP_041335717.1	WP_127334585.1	1
WP_041335717.1	WP_127334549.1	1
WP_041717969.1	WP_127334585.1	1
WP_041717969.1	WP_127334549.1	1
WP_127334549.1	WP_127334585.1	1
WP_041335715.1	WP_041335718.1	3
WP_041335718.1	WP_126813428.1	3
WP_041335715.1	WP_041335717.1	2
WP_041335717.1	WP_126813428.1	2
WP_041335715.1	WP_041717969.1	3
WP_041717969.1	WP_126813428.1	3
WP_041335715.1	WP_126813428.1	3
WP_041335718.1	WP_041335721.1	2
WP_041335721.1	WP_053115207.1	1
WP_041335721.1	WP_041717969.1	2
WP_041335715.1	WP_041335721.1	2
WP_041335721.1	WP_126813428.1	2
WP_041335718.1	WP_053115207.1	1
WP_041717969.1	WP_053115207.1	1
WP_041335715.1	WP_053115207.1	1
WP_053115207.1	WP_126813428.1	1
WP_041335717.1	WP_041335721.1	1
WP_063140668.1	WP_080531512.1	1
WP_063140669.1	WP_080531512.1	1
WP_063140670.1	WP_080531512.1	1
WP_080531512.1	WP_080531513.1	1
WP_080531512.1	WP_080531514.1	1
WP_063140668.1	WP_063140669.1	1
WP_063140668.1	WP_063140670.1	1
WP_063140668.1	WP_080531513.1	1
WP_063140668.1	WP_080531514.1	1
WP_063140669.1	WP_063140670.1	1
WP_063140669.1	WP_080531513.1	1
WP_063140669.1	WP_080531514.1	1
WP_063140670.1	WP_080531513.1	1
WP_063140670.1	WP_080531514.1	1
WP_080531513.1	WP_080531514.1	1
YP_009272954.1	YP_009362550.1	2
YP_009272955.1	YP_009362550.1	2
YP_009272956.1	YP_009362550.1	2
YP_009272957.1	YP_009362550.1	1
YP_009272954.1	YP_009272955.1	3
YP_009272954.1	YP_009272956.1	3
YP_009272954.1	YP_009272957.1	1
YP_009272955.1	YP_009272956.1	2
YP_009272955.1	YP_009272957.1	1
YP_009272956.1	YP_009272957.1	1
NP_666536.1	YP_009362788.1	2
YP_009272954.1	YP_009362788.1	4
NP_666538.1	YP_009362788.1	2
YP_009272995.1	YP_009362788.1	4
YP_009272956.1	YP_009362788.1	1
NP_666536.1	YP_009272954.1	2
NP_666536.1	NP_666538.1	2
NP_666536.1	YP_009272995.1	1
NP_666536.1	YP_009272956.1	1
NP_666538.1	YP_009272954.1	2
YP_009272954.1	YP_009272995.1	4
NP_666538.1	YP_009272995.1	1
NP_666538.1	YP_009272956.1	1
YP_009272956.1	YP_009272995.1	1
NP_666580.1	NP_666630.1	3
NP_666630.1	YP_009272995.1	4
NP_666630.1	YP_009272954.1	3
NP_666630.1	YP_009362788.1	1
NP_666580.1	YP_009272995.1	3
NP_666580.1	YP_009272954.1	6
NP_666580.1	YP_009362788.1	2
NP_666577.1	NP_666578.1	2
NP_666577.1	YP_009272954.1	2
NP_666577.1	NP_666580.1	2
NP_666577.1	NP_666627.1	2
NP_666577.1	NP_666628.1	1
NP_666578.1	YP_009272954.1	4
NP_666578.1	NP_666580.1	4
NP_666578.1	NP_666627.1	4
NP_666578.1	NP_666628.1	4
NP_666627.1	YP_009272954.1	4
NP_666628.1	YP_009272954.1	4
NP_666580.1	NP_666627.1	4
NP_666580.1	NP_666628.1	4
NP_666627.1	NP_666628.1	6
NP_666577.1	YP_009272990.1	1
NP_666577.1	YP_009272992.1	1
NP_666578.1	YP_009272990.1	1
NP_666578.1	YP_009272992.1	1
YP_009272954.1	YP_009272990.1	1
YP_009272954.1	YP_009272992.1	1
NP_666580.1	YP_009272990.1	1
NP_666580.1	YP_009272992.1	1
NP_666627.1	YP_009272990.1	1
YP_009272990.1	YP_009272992.1	1
NP_666627.1	YP_009272992.1	1
WP_033942249.1	YP_009042210.1	128
WP_023131919.1	WP_033942249.1	6
WP_021205795.1	WP_033942249.1	50
WP_033942249.1	YP_007392740.1	20
WP_033942249.1	WP_112741803.1	112
WP_033942249.1	WP_096373557.1	128
WP_023131919.1	YP_009042210.1	8
WP_021205795.1	YP_009042210.1	53
YP_007392740.1	YP_009042210.1	22
WP_112741803.1	YP_009042210.1	114
WP_096373557.1	YP_009042210.1	131
WP_021205795.1	WP_023131919.1	125
WP_023131919.1	YP_007392740.1	20
WP_023131919.1	WP_112741803.1	20
WP_023131919.1	WP_096373557.1	8
WP_021205795.1	YP_007392740.1	32
WP_021205795.1	WP_112741803.1	61
WP_021205795.1	WP_096373557.1	53
WP_112741803.1	YP_007392740.1	37
WP_096373557.1	YP_007392740.1	22
WP_096373557.1	WP_112741803.1	115
WP_003158165.1	WP_048909918.1	1
WP_023131919.1	WP_048909918.1	1
WP_021205795.1	WP_048909918.1	1
WP_048909918.1	YP_007392740.1	1
WP_048909918.1	WP_112741803.1	1
WP_003158165.1	WP_023131919.1	13
WP_003158165.1	WP_021205795.1	19
WP_003158165.1	YP_007392740.1	15
WP_003158165.1	WP_112741803.1	24
WP_031757127.1	WP_074202351.1	2
WP_003158165.1	WP_074202351.1	2
WP_023131919.1	WP_074202351.1	2
WP_021205795.1	WP_074202351.1	2
WP_074202351.1	YP_007392740.1	2
WP_074202351.1	WP_112741803.1	2
WP_003158165.1	WP_031757127.1	4
WP_023131919.1	WP_031757127.1	4
WP_021205795.1	WP_031757127.1	4
WP_031757127.1	YP_007392740.1	4
WP_031757127.1	WP_112741803.1	4
WP_045756667.1	WP_071533911.1	139
WP_021205795.1	WP_045756667.1	105
WP_023131919.1	WP_045756667.1	104
WP_003125312.1	WP_045756667.1	66
WP_023094353.1	WP_045756667.1	33
WP_021205795.1	WP_071533911.1	108
WP_023131919.1	WP_071533911.1	104
WP_003125312.1	WP_071533911.1	69
WP_023094353.1	WP_071533911.1	35
WP_003125312.1	WP_021205795.1	69
WP_021205795.1	WP_023094353.1	35
WP_003125312.1	WP_023131919.1	66
WP_023094353.1	WP_023131919.1	33
WP_003125312.1	WP_023094353.1	35
WP_003158162.1	WP_121739299.1	72
WP_045756667.1	WP_121739299.1	73
WP_071533911.1	WP_121739299.1	75
WP_021205795.1	WP_121739299.1	41
WP_023131919.1	WP_121739299.1	37
WP_003125312.1	WP_121739299.1	5
WP_023094353.1	WP_121739299.1	3
WP_003158162.1	WP_045756667.1	72
WP_003158162.1	WP_071533911.1	72
WP_003158162.1	WP_021205795.1	38
WP_003158162.1	WP_023131919.1	37
WP_003125312.1	WP_003158162.1	2
WP_003158162.1	WP_023094353.1	1
WP_019484429.1	WP_023094353.1	1
WP_003125312.1	WP_019484429.1	2
WP_019484429.1	WP_023131919.1	3
WP_019484429.1	WP_021205795.1	3
WP_019484429.1	WP_071533911.1	3
WP_019484429.1	WP_045756667.1	3
WP_021205795.1	WP_032728035.1	7
WP_023131919.1	WP_032728035.1	6
WP_032728035.1	WP_032728035.1	1
WP_032728035.1	WP_045756667.1	5
WP_032728035.1	WP_071533911.1	5
WP_058150509.1	WP_096373557.1	14
WP_021205795.1	WP_058150509.1	14
WP_058150509.1	YP_009042210.1	14
WP_033942249.1	WP_058150509.1	14
WP_033942249.1	YP_002332455.1	12
YP_002332455.1	YP_009042210.1	13
WP_058150509.1	YP_002332455.1	3
WP_021205795.1	YP_002332455.1	5
WP_096373557.1	YP_002332455.1	13
WP_033942249.1	YP_009591721.1	21
YP_009042210.1	YP_009591721.1	21
WP_058150509.1	WP_112741803.1	9
WP_058150509.1	YP_009591721.1	3
WP_021205795.1	YP_009591721.1	5
WP_112741803.1	YP_009591721.1	21
WP_096373557.1	YP_009591721.1	21
WP_033942249.1	YP_950454.1	34
YP_009042210.1	YP_950454.1	34
WP_112741803.1	YP_950454.1	32
WP_096373557.1	YP_950454.1	34
WP_033942259.1	WP_096373557.1	22
WP_033942259.1	YP_950454.1	22
WP_033942259.1	YP_009042210.1	22
WP_033942249.1	WP_033942259.1	22
YP_009591721.1	YP_950454.1	6
WP_033942259.1	WP_112741803.1	20
WP_033942259.1	YP_009591721.1	6
WP_033942249.1	YP_009042211.1	12
WP_033942249.1	YP_009013333.1	13
YP_009042210.1	YP_009042211.1	12
YP_009013333.1	YP_009042210.1	13
YP_009013333.1	YP_009042211.1	8
YP_002332455.1	YP_009042211.1	6
WP_096373557.1	YP_009042211.1	12
YP_002332455.1	YP_009013333.1	4
WP_096373557.1	YP_009013333.1	13
WP_112741803.1	YP_009042211.1	6
YP_009042211.1	YP_009591721.1	4
WP_112741803.1	YP_009013333.1	9
YP_009013333.1	YP_009591721.1	4
WP_033942249.1	YP_009013334.1	5
YP_009013334.1	YP_009042210.1	5
YP_009013333.1	YP_009013334.1	5
YP_007392740.1	YP_009013333.1	5
YP_007392740.1	YP_009013334.1	5
WP_112741803.1	YP_009013334.1	5
WP_096373557.1	YP_009013334.1	5
WP_064584000.1	WP_082936838.1	3
WP_003158165.1	WP_064584000.1	3
WP_064584000.1	WP_064584002.1	3
WP_064584000.1	WP_112741803.1	3
WP_064584000.1	WP_064584004.1	3
WP_064584000.1	WP_126467325.1	3
WP_003158165.1	WP_082936838.1	4
WP_064584002.1	WP_082936838.1	4
WP_082936838.1	WP_112741803.1	4
WP_064584004.1	WP_082936838.1	4
WP_082936838.1	WP_126467325.1	4
WP_003158165.1	WP_064584002.1	4
WP_003158165.1	WP_064584004.1	4
WP_003158165.1	WP_126467325.1	4
WP_064584002.1	WP_112741803.1	4
WP_064584002.1	WP_064584004.1	4
WP_064584002.1	WP_126467325.1	4
WP_064584004.1	WP_112741803.1	4
WP_112741803.1	WP_126467325.1	5
WP_064584004.1	WP_126467325.1	4
WP_004884232.1	WP_038434997.1	15
WP_032432705.1	WP_038434997.1	24
WP_012565004.1	WP_038434997.1	27
WP_038434997.1	WP_080227991.1	27
WP_032432706.1	WP_038434997.1	24
WP_038434997.1	WP_121265999.1	27
WP_038434997.1	WP_045326719.1	24
WP_038434997.1	WP_087616257.1	16
WP_004884232.1	WP_032432705.1	18
WP_004884232.1	WP_012565004.1	21
WP_004884232.1	WP_080227991.1	21
WP_004884232.1	WP_032432706.1	18
WP_004884232.1	WP_121265999.1	21
WP_004884232.1	WP_045326719.1	18
WP_004884232.1	WP_087616257.1	12
WP_012565004.1	WP_032432705.1	27
WP_032432705.1	WP_080227991.1	27
WP_032432705.1	WP_032432706.1	27
WP_032432705.1	WP_121265999.1	27
WP_032432705.1	WP_045326719.1	27
WP_032432705.1	WP_087616257.1	18
WP_012565004.1	WP_080227991.1	36
WP_012565004.1	WP_032432706.1	27
WP_012565004.1	WP_121265999.1	38
WP_012565004.1	WP_045326719.1	27
WP_012565004.1	WP_087616257.1	18
WP_032432706.1	WP_080227991.1	27
WP_080227991.1	WP_121265999.1	40
WP_045326719.1	WP_080227991.1	27
WP_080227991.1	WP_087616257.1	18
WP_032432706.1	WP_121265999.1	27
WP_032432706.1	WP_045326719.1	27
WP_032432706.1	WP_087616257.1	18
WP_045326719.1	WP_121265999.1	27
WP_087616257.1	WP_121265999.1	18
WP_045326719.1	WP_087616257.1	18
WP_016160807.1	WP_121265999.1	9
WP_019725082.1	WP_121265999.1	9
WP_099004415.1	WP_121265999.1	10
WP_016160807.1	WP_080227991.1	9
WP_012565004.1	WP_016160807.1	9
WP_016160807.1	WP_019725082.1	9
WP_004884232.1	WP_016160807.1	3
WP_016160807.1	WP_099004415.1	6
WP_019725082.1	WP_080227991.1	9
WP_080227991.1	WP_099004415.1	9
WP_012565004.1	WP_019725082.1	9
WP_012565004.1	WP_099004415.1	9
WP_004884232.1	WP_019725082.1	3
WP_019725082.1	WP_099004415.1	6
WP_004884232.1	WP_099004415.1	6
WP_087616257.1	WP_099004415.1	2
WP_045326719.1	WP_099004415.1	3
WP_032432706.1	WP_099004415.1	3
WP_032432705.1	WP_099004415.1	3
WP_019725082.1	WP_038434997.1	3
WP_016160807.1	WP_038434997.1	3
WP_012125638.1	WP_121265999.1	2
WP_012125638.1	WP_049761357.1	2
WP_012125638.1	WP_080227991.1	2
WP_012125638.1	WP_071818025.1	2
WP_012125638.1	WP_012125644.1	2
WP_049761357.1	WP_121265999.1	3
WP_071818025.1	WP_121265999.1	2
WP_012125644.1	WP_121265999.1	2
WP_049761357.1	WP_080227991.1	2
WP_049761357.1	WP_071818025.1	2
WP_012125644.1	WP_049761357.1	2
WP_071818025.1	WP_080227991.1	2
WP_012125644.1	WP_080227991.1	2
WP_012125644.1	WP_071818025.1	2
WP_012125411.1	WP_080227991.1	2
WP_050570130.1	WP_080227991.1	2
WP_012125411.1	WP_121265999.1	2
WP_012125411.1	WP_050570130.1	2
WP_050570130.1	WP_121265999.1	2
WP_088744659.1	WP_111752286.1	3
WP_080227991.1	WP_088744659.1	6
WP_088744659.1	WP_111752288.1	2
WP_088744659.1	WP_111752289.1	5
WP_088744659.1	WP_111752290.1	2
WP_080227991.1	WP_111752286.1	3
WP_111752286.1	WP_111752288.1	2
WP_111752286.1	WP_111752289.1	2
WP_111752286.1	WP_111752290.1	2
WP_080227991.1	WP_111752288.1	2
WP_080227991.1	WP_111752289.1	5
WP_080227991.1	WP_111752290.1	2
WP_111752288.1	WP_111752289.1	2
WP_111752288.1	WP_111752290.1	2
WP_111752289.1	WP_111752290.1	2
WP_080227990.1	WP_088744659.1	3
WP_088744659.1	WP_088744660.1	2
WP_080227990.1	WP_080227991.1	3
WP_080227990.1	WP_111752289.1	3
WP_080227990.1	WP_088744660.1	2
WP_080227991.1	WP_088744660.1	2
WP_088744660.1	WP_111752289.1	2
WP_023980106.1	WP_033942249.1	12
WP_023980106.1	YP_009042210.1	12
WP_023980106.1	WP_112741803.1	21
WP_023980106.1	WP_096373557.1	12
WP_023980106.1	YP_009591721.1	3
YP_009007131.1	YP_009007132.1	3
WP_112741803.1	YP_009007131.1	3
WP_023980106.1	YP_009007131.1	3
YP_009007131.1	YP_009007135.1	3
YP_009007131.1	YP_009007136.1	3
WP_112741803.1	YP_009007132.1	3
WP_023980106.1	YP_009007132.1	3
YP_009007132.1	YP_009007135.1	3
YP_009007132.1	YP_009007136.1	3
WP_112741803.1	YP_009007135.1	3
WP_112741803.1	YP_009007136.1	3
WP_023980106.1	YP_009007135.1	3
WP_023980106.1	YP_009007136.1	3
YP_009007135.1	YP_009007136.1	3
WP_024099818.1	WP_124346033.1	3
WP_024099818.1	WP_024099820.1	3
WP_024099818.1	WP_112741803.1	3
WP_023980106.1	WP_024099818.1	3
WP_024099818.1	WP_031691691.1	3
WP_024099818.1	WP_106742570.1	3
WP_003098616.1	WP_024099818.1	3
WP_024099820.1	WP_124346033.1	7
WP_112741803.1	WP_124346033.1	5
WP_023980106.1	WP_124346033.1	3
WP_031691691.1	WP_124346033.1	5
WP_106742570.1	WP_124346033.1	7
WP_003098616.1	WP_124346033.1	3
WP_023980106.1	WP_024099820.1	3
WP_003098616.1	WP_024099820.1	3
WP_003098616.1	WP_112741803.1	3
WP_023980106.1	WP_031691691.1	3
WP_023980106.1	WP_106742570.1	6
WP_003098616.1	WP_023980106.1	3
WP_003098616.1	WP_031691691.1	3
WP_003098616.1	WP_106742570.1	7
WP_013511894.1	WP_058016834.1	2
WP_013511894.1	WP_023980106.1	2
WP_003100916.1	WP_013511894.1	2
WP_013511894.1	WP_031668829.1	2
WP_023980106.1	WP_058016834.1	2
WP_003100916.1	WP_058016834.1	2
WP_031668829.1	WP_058016834.1	2
WP_003100916.1	WP_023980106.1	2
WP_023980106.1	WP_031668829.1	2
WP_003100916.1	WP_031668829.1	2
WP_033942249.1	YP_009146150.1	3
YP_009042210.1	YP_009146150.1	3
WP_112741803.1	YP_009146150.1	3
YP_009146150.1	YP_009591721.1	3
WP_096373557.1	YP_009146150.1	3
WP_003124028.1	WP_063456116.1	3
WP_063456116.1	WP_112741803.1	3
WP_023980106.1	WP_063456116.1	3
WP_003158165.1	WP_063456116.1	3
WP_063456116.1	WP_106742570.1	3
WP_003124028.1	WP_112741803.1	9
WP_003124028.1	WP_023980106.1	3
WP_003124028.1	WP_003158165.1	3
WP_003124028.1	WP_106742570.1	9
WP_003158165.1	WP_023980106.1	3
WP_003158165.1	WP_106742570.1	45
WP_023980106.1	WP_100814826.1	4
WP_100814826.1	WP_100814828.1	4
WP_100814826.1	WP_100814829.1	4
WP_057386995.1	WP_100814826.1	4
WP_100814826.1	WP_100814830.1	4
WP_023980106.1	WP_100814828.1	4
WP_023980106.1	WP_100814829.1	4
WP_023980106.1	WP_057386995.1	4
WP_023980106.1	WP_100814830.1	4
WP_100814828.1	WP_100814829.1	4
WP_057386995.1	WP_100814828.1	4
WP_100814828.1	WP_100814830.1	4
WP_057386995.1	WP_100814829.1	4
WP_100814829.1	WP_100814830.1	4
WP_057386995.1	WP_100814830.1	4
WP_096373557.1	YP_009273661.1	12
WP_112741803.1	YP_009273661.1	10
YP_009042210.1	YP_009273661.1	12
WP_033942249.1	YP_009273661.1	12
YP_002332455.1	YP_009273661.1	2
WP_002212731.1	WP_096373557.1	27
WP_002212731.1	WP_112741803.1	24
WP_002212731.1	WP_021205795.1	14
WP_002212731.1	WP_058150509.1	4
WP_002212731.1	YP_009042210.1	27
WP_002212731.1	WP_033942249.1	26
WP_003158165.1	WP_048909913.1	3
WP_023131919.1	WP_048909913.1	3
WP_021205795.1	WP_048909913.1	3
WP_048909913.1	YP_007392740.1	3
WP_048909913.1	WP_112741803.1	3
WP_003158165.1	WP_033949763.1	2
WP_021205795.1	WP_033949763.1	2
WP_033949763.1	YP_007392740.1	2
WP_033949763.1	WP_112741803.1	2
WP_003142937.1	WP_033949763.1	2
WP_033949763.1	WP_046697120.1	2
WP_033949742.1	WP_033949763.1	2
WP_003142937.1	WP_003158165.1	3
WP_003158165.1	WP_046697120.1	3
WP_003158165.1	WP_033949742.1	3
WP_003142937.1	WP_021205795.1	3
WP_021205795.1	WP_046697120.1	3
WP_021205795.1	WP_033949742.1	3
WP_003142937.1	YP_007392740.1	3
WP_046697120.1	YP_007392740.1	3
WP_033949742.1	YP_007392740.1	3
WP_003142937.1	WP_112741803.1	3
WP_046697120.1	WP_112741803.1	3
WP_033949742.1	WP_112741803.1	3
WP_003142937.1	WP_046697120.1	11
WP_003142937.1	WP_033949742.1	3
WP_033949742.1	WP_046697120.1	3
WP_031757127.1	WP_033992331.1	2
WP_003158165.1	WP_033992331.1	6
WP_023131919.1	WP_033992331.1	6
WP_021205795.1	WP_033992331.1	6
WP_033992331.1	YP_007392740.1	6
WP_033992331.1	WP_112741803.1	6
WP_003109383.1	WP_023094353.1	1
WP_003109383.1	WP_003125312.1	1
WP_003109383.1	WP_021205795.1	1
WP_003109383.1	WP_071533911.1	1
WP_003109383.1	WP_121739299.1	1
WP_003109383.1	WP_106742570.1	1
WP_003109383.1	WP_003158165.1	1
WP_023094353.1	WP_106742570.1	2
WP_003158165.1	WP_023094353.1	2
WP_003125312.1	WP_106742570.1	3
WP_003125312.1	WP_003158165.1	3
WP_021205795.1	WP_106742570.1	5
WP_071533911.1	WP_106742570.1	41
WP_003158165.1	WP_071533911.1	40
WP_106742570.1	WP_121739299.1	39
WP_003158165.1	WP_121739299.1	38
WP_033949740.1	WP_033949763.1	1
WP_003158165.1	WP_033949740.1	2
WP_021205795.1	WP_033949740.1	2
WP_033949740.1	YP_007392740.1	2
WP_033949740.1	WP_112741803.1	2
WP_003142937.1	WP_033949740.1	2
WP_033949740.1	WP_046697120.1	2
WP_033949740.1	WP_033949742.1	2
WP_003158165.1	WP_019727125.1	4
WP_019727125.1	WP_023131919.1	4
WP_019727125.1	WP_021205795.1	4
WP_019727125.1	YP_007392740.1	4
WP_019727125.1	WP_112741803.1	4
WP_019727125.1	WP_033992331.1	4
WP_003130075.1	WP_106742570.1	2
WP_003130075.1	WP_108565259.1	2
WP_003130075.1	WP_034001826.1	6
WP_003130075.1	WP_112741803.1	6
WP_003130075.1	WP_012613720.1	6
WP_003124028.1	WP_003130075.1	6
WP_003130075.1	WP_108565263.1	2
WP_106742570.1	WP_108565259.1	2
